ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_TOTAL,2021,6.395,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_AGR,2021,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_IND,2021,2.551,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_SER,2021,6.979,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_X,2021,16.818,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_TOTAL,2021,9.128,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_AGR,2021,8.442,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MAN,2021,3.435,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_CON,2021,16.434,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MKT,2021,6.831,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_PUB,2021,13.003,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_X,2021,25.485,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_TOTAL,2021,11.758,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_AGR,2021,9.377,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MAN,2021,3.994,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_CON,2021,17.597,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MKT,2021,8.983,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_PUB,2021,24.213,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_X,2021,31.617,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_TOTAL,2021,6.395,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_AGR,2021,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MAN,2021,2.515,U,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_CON,2021,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MKT,2021,4.372,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_PUB,2021,9.225,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_X,2021,16.818,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_TOTAL,2020,8.255,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_AGR,2020,8.5,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_NAG,2020,8.247,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_TOTAL,2020,10.772,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_AGR,2020,8.371,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_NAG,2020,10.872,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_TOTAL,2020,5.646,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_AGR,2020,8.779,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_NAG,2020,5.585,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_TOTAL,2020,8.255,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_AGR,2020,8.5,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_IND,2020,7.26,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_SER,2020,8.045,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_X,2020,23.833,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_TOTAL,2020,10.772,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_AGR,2020,8.371,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_IND,2020,9.274,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_SER,2020,10.783,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_X,2020,40.589,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_TOTAL,2020,5.646,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_AGR,2020,8.779,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_IND,2020,2.039,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_SER,2020,6.125,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_X,2020,10.387,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_TOTAL,2020,8.255,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_AGR,2020,8.5,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MAN,2020,2.991,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_CON,2020,16.4,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MKT,2020,5.827,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_PUB,2020,11.324,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_X,2020,23.833,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_TOTAL,2020,10.772,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_AGR,2020,8.371,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MAN,2020,3.572,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_CON,2020,17.902,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MKT,2020,7.958,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_PUB,2020,19.941,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_X,2020,40.589,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_TOTAL,2020,5.646,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_AGR,2020,8.779,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MAN,2020,1.971,U,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_CON,2020,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MKT,2020,3.44,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_PUB,2020,8.591,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_X,2020,10.387,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_TOTAL,2019,6.164,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_AGR,2019,8.481,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_NAG,2019,6.085,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_TOTAL,2019,7.623,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_AGR,2019,10.177,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_NAG,2019,7.508,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_TOTAL,2019,4.669,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_AGR,2019,5.162,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_NAG,2019,4.658,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_TOTAL,2019,6.164,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_AGR,2019,8.481,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_IND,2019,6.333,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_SER,2019,5.802,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_X,2019,20.402,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_TOTAL,2019,7.623,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_AGR,2019,10.177,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_IND,2019,7.811,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_SER,2019,7.073,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_X,2019,20.253,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_TOTAL,2019,4.669,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_AGR,2019,5.162,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_IND,2019,2.83,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_SER,2019,4.913,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_X,2019,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_TOTAL,2019,6.164,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_AGR,2019,8.481,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MAN,2019,2.89,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_CON,2019,13.435,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MKT,2019,6.036,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_PUB,2019,5.473,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_X,2019,20.402,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_TOTAL,2019,7.623,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_AGR,2019,10.177,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MAN,2019,3.087,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_CON,2019,14.499,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MKT,2019,7.539,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_PUB,2019,5.662,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_X,2019,20.253,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_TOTAL,2019,4.669,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_AGR,2019,5.162,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MAN,2019,2.578,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_CON,2019,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MKT,2019,4.345,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_PUB,2019,5.412,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_X,2019,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_TOTAL,2018,2.487,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_AGR,2018,3.67,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_NAG,2018,2.439,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_TOTAL,2018,1.457,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_AGR,2018,3.802,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_NAG,2018,1.326,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_TOTAL,2018,3.539,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_AGR,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_NAG,2018,3.544,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_TOTAL,2018,2.487,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_AGR,2018,3.67,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_IND,2018,1.347,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_SER,2018,2.856,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_X,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_TOTAL,2018,1.457,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_AGR,2018,3.802,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_IND,2018,0.881,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_SER,2018,1.61,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_X,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_TOTAL,2018,3.539,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_AGR,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_IND,2018,2.416,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_SER,2018,3.733,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_X,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_TOTAL,2018,2.487,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_AGR,2018,3.67,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MAN,2018,1.41,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_CON,2018,1.215,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MKT,2018,2.701,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_PUB,2018,3.091,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_X,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_TOTAL,2018,1.457,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_AGR,2018,3.802,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MAN,2018,0.72,U,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_CON,2018,1.103,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MKT,2018,1.923,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_PUB,2018,0.651,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_X,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_TOTAL,2018,3.539,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_AGR,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MAN,2018,2.43,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_CON,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MKT,2018,3.532,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_PUB,2018,3.931,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_X,2018,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_TOTAL,2017,3.169,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_AGR,2017,6.845,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGNAG_NAG,2017,3.024,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_TOTAL,2017,2.986,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_AGR,2017,5.643,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGNAG_NAG,2017,2.84,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_TOTAL,2017,3.355,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_AGR,2017,9.603,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGNAG_NAG,2017,3.206,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_TOTAL,2017,3.169,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_AGR,2017,6.845,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_IND,2017,2.134,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_SER,2017,3.345,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_SECTOR_X,2017,7.519,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_TOTAL,2017,2.986,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_AGR,2017,5.643,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_IND,2017,2.287,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_SER,2017,3.183,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_SECTOR_X,2017,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_TOTAL,2017,3.355,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_AGR,2017,9.603,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_IND,2017,1.766,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_SER,2017,3.456,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_SECTOR_X,2017,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_TOTAL,2017,3.169,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_AGR,2017,6.845,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MAN,2017,1.671,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_CON,2017,3.145,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_MKT,2017,3.252,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_PUB,2017,3.483,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_T,ECO_AGGREGATE_X,2017,7.519,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_TOTAL,2017,2.986,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_AGR,2017,5.643,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MAN,2017,1.483,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_CON,2017,3.491,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_MKT,2017,3.32,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_PUB,2017,2.764,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_M,ECO_AGGREGATE_X,2017,,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_TOTAL,2017,3.355,,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_AGR,2017,9.603,U,,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MAN,2017,1.974,,C5:1023_C5:2959,,R1:3513_T2:85
EST,SDG_0831_SEX_ECO_RT,BB:44,SEX_F,ECO_AGGREGATE_MKT,2017,3.18,,,,R1:3513_T2:85
